1,这 两个 女婴 是 被 人贩子 带上 火车 ， 后 被 乘警 发现 解救 下来 的 ， 目前 在 昆明 附近 安宁 的 一家 医院 中 ， 已经 做过 检查 ， 身体健康 ， 此微 博有 两个 目的 ： 1 •   寻亲 ， 请 大家 帮忙 转发 ， 帮助 两个 女婴 寻找 亲生父母 。 2 •   如 寻亲 未果 ， 寻 领养 。 （ 只 需 动动手 ， 孩子 就 多 一个 机会 ！ ）
1,今天 两个 中   江县 红   十字 会 的 人来 我们 这里 购买 了 1 万多元 的 救   灾 药品 ， 但 要求 我们 开 5 万多元 的 发票 。 我们 （ 成都 制药 一厂 ） 没有 答应 ， 结果 由 隔壁 通化 一家 药厂 经营   部开 给 他们 了 。 强烈 谴责 中国红十字会 ， 我 可以 留下 我 的 真   实   身   份 ： 吴斌 ， 1973 年 10 月 12 日 出生   ，   家住 什邡市 方亭 镇 中心 大街 西段 67   号 。
1,【 爆料 】 爱尔兰 瑞尔 航空公司 昨天 公布 的 新 LOGO 。 。 。   有人 可以 解释一下 哇 。 。 。 （ 图 by 辛梓 UK _ 歆 ） via @ news 上海
1,@ 比肩 而眠 :   【 请 记住 ： 轮奸 要 第一个 上 ！ 】 李 双江 之子 李 天一 涉嫌 强奸罪 被 批捕 。 李 的 76 人 律师团 领队 、 法律 大学 副校长 张 爱国 教授 对 媒体 表示 ， 李 天一 因是 第一个 与 被害 女子 发生 关系 ， 所以 不 构成 轮奸 罪 ， 只是 以 判罚 较轻 的 强奸罪 批捕 ， 这是 律师团 所有 成员 共同努力 的 结果 。 记住 啊 ， 轮奸 要 第一个 上 ！ （ 转 ）
0,【 公安 副局长 在 朋友圈 批评 一国两制 被 指妄议 中央 】 吴某 ， 某市 公安局 副局长 ， 中共党员 。 浏览 朋友圈 时 ， 他 分享 了 关于 一国两制 文章 ， 并 罔顾 一国两制 政策 出台 背景 与 实际 ， 发表 评论 大肆 抨击 、 公然 否定 。 吴某 社会关系 广 ， 其 观点 被 广泛 转发 影响 恶劣 http : / / t . cn / R4LrbRz 党员 能 在 朋友圈 妄议 中央 大政方针 吗 ？
0,祝 自己 十七岁 生日快乐 😜 😜 😜 。 谢谢 那些 一直 陪 在 我 身边 的 好 朋友 。 还有 我 的 所有 好 兄弟 们 。 星期六 回去 ， 你们 懂得 。 [ 酷 ] [ 酷 ] [ 酷 ] [ 鼓掌 ] [ 鼓掌 ] [ 鼓掌 ] [ 蛋糕 ] [ 蛋糕 ] [ 蛋糕 ]
0,【 又 一起 ！ 京 港澳 高速 一 快递 车 着火   800 万 货物 燃烧 殆尽 [ 衰 ] 】 据 @ 都市报 道   今天 早上 8 点 左右 ， 在 京 港澳 高速 长葛 收费站 ， 一辆 从 深圳 开来 的 货车 起火 。 经过 紧张 扑救 ， 目前 火 已经 扑灭 。 车上 装 的 货物 是 一家 物流 公司 运送 的 电子设备 ， 车主 称 价值 在 800 万左右 。 你 的 “ 双 11 ” 快递 到货 了 么 ？
1,昨晚 凌晨 3 点 北京 某 学校 ， 3 个 高二女 学生 报警 谎称 女生宿舍 有 6 个 中年男子 潜入 学校 女生宿舍 强奸 猥亵 屋内 女 学生 。 当地 警察 来到 现场 时女 学生 说 了 句 愚人节 快乐 后 现已 被 当地 警察 送往 派出所 拘留 10 天 。
1,【 亲 ， 睡觉时 把 手机 扔 远点 】 近十年 来 ， 胶质瘤 患者 明显 增多 。 胶质瘤 是 最 常见 的 脑肿瘤 ， 致死 和 致残率 极高 。 其 高发 与 过度 使用 电子产品 有关 ， 贴身 携带 手机 、 常煲 电话 粥 、 睡觉时 手机 放 枕边 ， 会 导致 人 体内 辐射 累积 ， 让 体内 自我 修复 系统 “ 疲劳 ” 。 儿童 头皮 与 头骨 都 较 薄 ， 对 辐射 更 敏感 。 （ 都市快报 ）
0,【 一次 签证 多年 有效   多个 国家 “ 说走就走 ” 】 今天 开始 ， 自由 行赴 韩 游客 所有 新 办理 的 多次 往返 签证 有效期 一律 延长 至 五年 。 从 去年 11 月 ， 美国 对 中国 游客 签证 有效期 延长 到 10 年 起 ， 加拿大 、 日本 、 韩国 、 澳大利亚 等国 都 将 中国 游客 签证 有效期 延长 为 3 到 10 年 不 等 。 http : / / t . cn / RAOj4sm
0,"因为 ＜ 炸裂 志 ＞ 而 ＂ 影响 中国 "" 年度 文化 人物 ， 一部 小说 哪有 这样 的 力量 啊 。 文学 在 今天 只是 文化 不 被 现实 闷死 的 深呼吸 。 影响 中国 一一 就 个人 而言 ， 谁 有 影响 和 改变 中国 的 力量 都 是 可怕 的 。 我们 的 努力 不是 为了 影响 中国 ， 而是 不 被 中国 现实 所 改变 。 如果 人人 都 能 守住 这 点滴 不 被 改变 的 本性 之 我 ， 也许 中国 就 被 影响 了"
0,我 瘦 了 ， 头发 长 了 ， 性格开朗 了 ， 爱 说 爱 笑 了 ， 心变 坚强 了 ， 对 自己 有 信心 了 ， 不 喜欢 在 人前 哭 了 ， 学会 伪装 了 。 一切 都 变 了 ， 却 发现 那 份 最初 的 单纯 ， 善良 ， 爱 脸红 还 一直 一直 陪 着 我 。 原来 我 始终 没 变 ， 变 的 只是 心情 ......   ( 转 )
0,【 澄清 】 今天 凌晨 ， 微博 、 朋友圈 出现 所谓 “ 截图 ” ， 称 央视 新闻 00 : 05 就 发出 了 天猫 公布 双十 一 00 : 12 的 成交额 ， 并 广为流传 … … 我们 的 编辑 瞬间 就 “ 不好 了 ” 。 特此 声明 ： 我们 是 0 : 24 发出 的 消息 ， 究竟 截图 怎么回事 ， 我们 请 该 客户端 发布者 也 出面 说明 情况 。 截图 为证 ！ 小编 请 大家 帮忙 辟谣 ！
0,每 一天 都 想 放弃 ， 但 每 一天 又 都 坚持 下来 了 。 没有 伞 的 孩子 ， 要 努力 奔跑 。
1,一个 叫 蒋大为 的 加拿大人 不远万里 来到 中国 纵声 高唱 ： 党 啊 党 啊 ， 亲爱 的 妈妈 ， 你 用 那 甘甜 的 乳汁 把 我 喂养 大 。 。 。 。 微评 ： 党 比 你 娘亲 你 咋 还 移民 了 ？ 既然 你 已经 【 中 移动 了 ， 还 回来 和 党 联通 什么 ？ 】 资料 来源 百度 百科   @ 袁裕来 律师   @ 叶匡政   @ 章立凡   @ 杨锦麟   @ 徐昕   @ 老徐 时评   @ 土家 野夫
0,95 岁 《 红楼梦 》 专家 周汝昌 ， 自 1979 年 以来 ， 一直 蜷缩 在 北京 东城 一处 蜗居 中 ， 居住 条件 从未 改变 ， 过 着 俭朴 凄凉 的 老年 生活 。 周老 “ 目盲 耳聩 ” ， 研究 工作 十分 艰苦 。 老骥伏枥 ， 在 儿子 、 女儿 帮助 下靠 亲情 交流 研究 红学 ， 出版 多 本 学术著作 。 为 海内外 称颂 。 新华社 记者 唐师曾 摄     http : / / t . cn / zOCwaso
1,【 城管 为了 赶走 路边 卖 小 动物 的 小贩 ， 把 小贩 的 小 动物 全部 活活 踩死 】 因为 小贩 收摊 慢 了 点 ， 城管 把 小 动物 活活 摔死 ， 有 小狗 、 小兔子 、 小 乌龟 和 宠物 鼠 。 小兔子 被 踩扁 了 ， 小狗 的 嘴里 被 踩 除了 鲜血 ， 好多 动物 都 摔成 一团 ！ ！ 就算 你 要 管理 ， 但是 也 请 你们 珍惜 生命 。 转
0,【 白岩松 语录 】 1 、 人 的 一生 只有 5 % 是 精彩 的 ， 只有 5 % 是 痛苦 的 ， 另外 的 90 % 是 平淡 的 ； 人们 往往 被 5 % 的 精彩 诱惑 着 ， 忍受着 5 % 的 痛 ， 在 90 的 平淡 中 度过 。 2 、 生命 原本 脆弱 ， 我们 只能 坚强 地 活着 。 3 、 年轻 的 最大 魅力 就是 不断 犯错误 ， 而 有 时间 去 改正 。 乐观 面对 困难 ， 好好 培养 一下 自己 的 心理素质 。
0,【 男子 做 骨折 手术   费用 清单 竟 出现 子宫 切除 等 4 项 [ 吃惊 ] 】 日前 ， 黑龙江 59 岁 男子 云少君 到 省 医院 做 骨折 手术 。 令人吃惊 的 是 ， 医院 提供 的 费用 清单 中竟 有 “ 子宫 切除 ” 、 “ 输卵管 切除术 ” 等 4 项 女性 手术 ， 费用 也 比 此前 医生 告知 的 高出 一万多 。 医生 重新 打印 抹 去 这 4 项 ， 另有 13 项 费用 也 莫名 消失 。 你 怎么 看 ？ [ 疑问 ]
0,娱乐 ： 不 认识 的 人 或许 会 觉得 他 是 一个 怪 大叔 ， 但 认识 他 的 人 都 知道 ， 这是 我们 的 好 组长 ， 杉田智 和 。   第二张 依次 是 森利道 、 杉田智 和 、 小山 刚志 。
1,中央 4 台 《 今日 关注 》 ， 胡总已 下令 ， 如果 日本 有 闯入 钓鱼岛 及其 附属 岛屿 12 海里 以内 ， 中国 海军 部队 可以 立即 向 其 进行 军事 打击 。 昨日 政府 发声明 宣布 中华人民共和国 钓鱼岛 及其 附属 岛屿 的 领海 基线 ， 此举 意味着 不再 承认 钓鱼岛 存在 主权 争议 。 总理 讲话 ： 中国政府 和 人民 绝不会 退让 半步 ！ 也 该 发出 点 信号 了 ！ [ 话筒 ]
1,美国 华裔 女作家 张纯如 因 南京大屠杀 研究 ， 困惑 越来越 深 ， 最后 竟以 自杀 结束 生命 。   自杀 前 ， 她 与 亲友 说 ： “ 探究 南京 暴行 ， 不仅 是 日本 人 的 残暴 ， 还有 中国 人 的 奴性 。 中国 人有 一种 极其 恶歹 的 心理 ， 在 世界 民族 中 也 罕见 ！ 我 看见 ， 从来 没有 一种 人 因为 不同 的 主子 而 可以 作践 自己 的 同类 ， 到 这样 歹毒 无耻 的 地步 。 ”
0,这 世上 ， 没 谁 活得 比 谁 容易 ， 只是 有人 在 呼天抢地 ， 有人 却 在 静默 坚守 。 等待 是 人生 最初 的 苍老 ， 放弃 是 命运 最糟 的 堕落 。 若 前行 ， 别怕 痛 ， 有些 伤是 绚丽 你 的 勋章 ； 若 拥有 ， 莫惧 失 ， 聚散 不过 是 浮生 中 的 轮回 。 不要 追求 太甚 ， 不必 强求 太 多 ， 不可 奢求 太众 ， 接受 无法 接受 的 ， 你 在 成长 ； 承受 不该 承受 的 ， 你 已 老去 。
1,《 交通 新规 》 ： CCTV 今天 播 交通 新规 ：   1 闯 红灯记 6 分罚 100 元 。 2   酒 驾记 12 分 5 年内 不得 再 考取 驾照 。 3   不系 安全带 记 3 分罚 100 元 。 4   副 驾不系 安全带 记 1 分罚 50 元 。 5   行驶 中 拨打 手机 记 3 分罚 100 元 。 6   行驶 中 抽烟 记 1 分罚 100 元 。 7   超速 驾驶 记 6 分 。 8   副驾驶 有 不满 14 周岁 乘坐 的 记 6 分罚 300 元 。 （ 王 利群 ） 詹评 ： 严 ！
0,"想 研究 外星人 么 ？   去 爱 大 吧 ！ ！   爱丁堡大学 计划 今年年底 第一次 提供 寻找 外星人 的 课程 。 。 "" Introduction   to   Astrobiology   and   the   Search   for   Extraterrestrial   Life ""   将 由 学校 的 星际 生物学 教授 Charles   Cockell   讲授 ！"
1,【 CCTV 今儿 播出 交通 新规 】 1   闯 红灯记 6 分罚 100 元 。 2   酒 驾记 12 分 5 年内 不得 再 考取 驾照 。 3   不系 安全带 记 3 分罚 100 元 。 4   副 驾不系 安全带 记 1 分罚 50 元 。 5   行驶 中 拨打 手机 记 3 分罚 100 元 。 6   行驶 中 抽烟 记 1 分罚 100 元 。 7   有意 遮挡 号牌 记 12 分 ， 顶额 处罚 。 8   超速 驾驶 记 6 分 。 9   副驾驶 有 不满 14 周岁 乘坐 的 记 6 分罚 300 元 。
0,睡觉 前 一定 要 先去 上个 厕所 ， 就算 几分钟 前 已经 去过 厕所 了 ， 已经 躺 在 床上 玩 手机 ， 那 一会 睡觉 还要 再 去一趟 ， 否则 会 陷入 要 不要 去 厕所 的 纠结 中 ， 然后 才 开始 酝酿 尿意 ， 然后 时间 过去 很 久 ， 最终 还是 起身 去 厕所 。 。 你 是不是 也 有 这种 强迫症 。 。 。 我 不是故意 在 这个 时候 放 这个 图 。 。 。
0,「 你 打 我 一拳 ， 我 踢 你 一脚 。 」   这 叫 比例 原则 。 如果 我 踢 你   100   脚 ， 就 不符 比例 原则 。 小回 回干 西方人 ， 最 多 一次 是   911   ， 不过 3000   人 。 从此 每次 几百人 而已 。 反过来 看 西方人 对付 小回 回 ， 光在 轰炸 上 就 超过   3000   人 的   100   倍   、 1000   倍 、 10000   倍 ， 西方 媒体 从不 指斥 这是 滥杀无辜 ， 比例 原则 给 狗 吃 了 。
0,【 果壳 探索 】 【 女性 生理 周期 怎样 影响 经济 决策   ？ 】 月经周期 跟 女性 的 经济 行为 决策 有关 吗 ？ 这个 问题 第一眼 看上去 可能 让 大家 觉得 很 荒谬 。 但 事实上 ， 科学家 告诉 我们 这 两件 看似 毫不相关 的 事情 内部 存在 千丝万缕 的 联系 。 （ @ 果壳 网   @ 心事 鉴定组 ） http : / / t . cn / a9XoNl
0,【 中国 成 世界 垃圾 最 多 国家   垃圾处理 考验 城市规划 】 尽管 中国 的 人均 垃圾 量 远 少于 美国 等 国家 ， 但 研究 报告 显示 ， 中国 每年 垃圾 总量 已 超过 3 亿吨 ， 是 世界 上 最 多 的 国家 ， 而且 这个 数字 还 在 不断 增长 。 外媒称 ， 垃圾处理 已 成为 中国 城市 规划者 面临 的 最大 问题 之一 。 http : / / t . cn / zONf735
1,据传 移动 9 月 1 日 开始 对 微信 微博 进行 收费 ： 1 、 包月 10 元 / 月 ； 2 、 按 收发 条数 收费 ， 100 条 以下 免费 ， 100 - 600 条 5 元 ， 600 - 1200 条 10 元 ， 超过 1200 条 每条 0.02 元 。 联通 暂 不 针对 微信 等 产品 收费 ， 将 对 新 入网 用户 赠送 为期 一年 免费 流量 ， 每个 送 500M 的 国内 流量 ， 超出 部分 按 0.0003 元 / KB 收费 。 又 传 电信 正在 积极 接洽 微信 。
0,【 转发 ， 谢谢 这 只 搜救 犬 ！ [ 心 ] 】 丽水 山体 滑坡 ， 它 参与 了 救援 ！ 海亮 是 浙江 东阳 红十字 应急 救援队 的 专业 搜救 犬 。 它 前脚 缠 着 绷带 ， 是 搜救 时 受了伤 ， 可 它 一声不吭 ， 默默 在 丽水 里 东村 来回 走动 。 昨天 它赖 在 一幢 土 木结构 老 房前 不 走 。 救援 人员 手 拿 工具 ， 救出 3 名 被困 群众 。 via . 钱江晚报   网友 ： 它 也 是 一名 战士 ！
1,【 汽车 里 遗留 的 水别 喝 】 有位 朋友 的 母亲 最近 才 被 诊断 出 乳腺癌 。   医生 告诉 她 ︰ 女性 实在 不 应该 喝留 放在 汽车 里 的 瓶 裝水 。 热能 和 塑胶瓶 子 兩者 遇 在 一起 就 会 产生 化学物质 ， 而 那些 将会 导致 人们 罹患 乳腺癌 。 - - - -   天气 变热 ， 在 此 提醒 广大 朋友 小心 并且 千万 不要 喝留 放在 车子 里头 的 瓶 裝水 。
1,鑫 转 】 - - 中华 救国军 ：   【 你 转 一次   他 捐 一元 】 重庆 籍 三岁 男孩 申梁宇 ， 不慎 跌入 开水 锅 ， 全身 39 % 重度 烫伤 ， 打工 父母 无力 承担 10 万多元 医疗费 ， 荆州市 国武 房产 经理 雷国武 先生 承诺 ， 为了 让 更 多 人 关心 这个 孩子 ， 你 转 一次   他 就 捐 一元 。 举手之劳 ， 凝聚 爱心 。
0,不是 每个 人 都 愿意 陪 你 经历 所有 。 命里 有时 终须 有 ， 命里 无时 莫 强求 ， 让 一切 都 顺其自然 。
0,为什么 暗恋 那么 好 。 因为 暗恋 从来不 会 失恋 ， 你 一笑 我 高兴 很多 天 ， 你 一句 话 我 记得 好多年 。
1,【 司机 朋友 请 注意 ！ ！ ！ 】 ：   如果 晚上 驾驶 汽车 经过 漆黑 路段 时 ， 受到 鸡蛋 攻击 ， 千万 不要 启动 喷水 功能 和 开动 雨刷 。 因为 鸡蛋 参水后 将 呈现 白色 ， 阻挡 视线 高达 92.5 ％ ， 你 将 被迫 停 在 路边 而 成为 劫匪 的 囊中物 ， 这是 歹徒 最新 技俩 ， 应 迅速 驰离 危险 区域 再 做 处理 。 转给 自己 身边 的 朋友 亲人 ！ @ 史上 第一 震惊   [ 转发 ]
1,"今天 ， 小 日本 通过 钓鱼岛 国有化 ， 无视 中国 主权 ， 当初 中国 人 拍 的 《 金陵 十三 钗 》 在 小鬼子 的 票房 为 零 。 小 日本 拍 的 《 贞子 》 3D 将 于 9 月 12 日 在 中国 大陆 上映 。 作为 中国 人 ， 敢不敢 让   贞子 3D   9 月 12 日 票房 为 零 。   朋友 们   ， 恳请 转发 ！ 哈哈 ! 这 条 短信 太 严肃 啦 , 不能不 转发 呀 !"
0,# 天下 # 【 土耳其 撤销 中国 防空 导弹 合约 】 外媒称 ， 土耳其 已 撤消 与 中国 签署 的 价值 34 亿美元 的 “ 红旗 9 ” 远程 防空 导弹 合约 。 土 官员 解释 说 ， 土耳其 要 自行 研制 远程 防空 系统 。 2013 年 9 月 ， 土耳其 宣布 中国 公司 中标 其 远程 防空 和 反导弹 系统 。 但 因 土耳其 是 北约 成员国 ， 此举 引发 美国 和 北约 的 担忧 。 http : / / t . cn / RUQMFpg
0,【 两只 小奶 猫 】 加完 班到 家 已经 后半夜 ， 院子 里 有 轻轻 的 猫叫声 ， 寻 声望去 ， 一只 巴掌 大 、 脏兮兮 、 显然 还 没 断奶 的 猫 ， 怯生生 冲 我 叫 ， 显然 是 饿 了 。 我 倒 了 一点 牛奶 ， 它 却 引 我 往 墙根 走 ， 原来 那里 还有 一只 更 小 的 ， 眼睛 都 张不开 的 小家伙 … … 唉 ， 可怜 的 小东西 。
0,【 钱钟书 说 】 ① 二十岁 不狂 是 没有 志气 ， 三十岁 犹狂 是 没有 头脑 。 ② 不 受 教育 的 人 ， 因为 不 识字 ， 上人 的 当 ； 受 教育 的 人 ， 因为 识 了 字 ， 上 印刷品 的 当 。 ③ 天下 就 没有 偶然 ， 那 不过 是化 了 妆 的 、 戴 了 面具 的 必然 。 ④ 围 在 城里 的 人 想 逃出来 ， 城外 的 人 想 冲进去 。
0,【 人生 也 是 有 节气 的 】 小 的 人 希冀 长大 ， 老 的 人 祈望 年轻 。 这种 希望 变更 的 子午线 ， 究竟 坐落 在 哪 一扇 生日 的 年轮 ？ 与其 费尽心机 地 寻找 秘诀 ， 不如 退而结网 ， 锻造 出 心灵 与 年龄 同步 的 舞蹈 。 年轻 年老 都 是 生命 的 流程 ， 不必 厚此薄彼 。 人们 可以 濡养 肌体 的 青春 ， 但 不要 忘记 心灵 的 疲倦 。 — — 毕淑敏
0,【 什么 才 是 标准 白羊座 】 1 、 没事 爱 抽风 ， 易 伤人 ， 还 后悔 。 2 、 总 纠结 ， 不 听 劝 ， 死 倔 。 3 、 大事 谨慎 ， 小事糊涂 ， 聪明 内敛 。 4 、 爱装 ， 装 坚强 ， 装 深沉 ， 装 成熟 。 5 、 对 爱 的 人 很 好 ， 柔情似水 。 6 、 喜欢 音乐 ， 幻想 浪漫 ， 更重 现实 。 7 、 心 太软 ， 志不坚 。 8 、 生气 后 ， 很 恐怖 ！ 杀气 啊 ！ 白羊 → [ 心 ]   请 关注 @ 白羊座 精选
0,【 父母 赴 呼格 新坟 祭奠   母亲 悲痛 哭 倒 在 地 】 今天 ， 李 三仁 尚爱云 夫妇 赶到 距离 呼和浩特市 30 公里 外 的 呼格 吉勒 图新 墓地 ， 主持 并 参加 儿子 呼格 吉勒 图 的 迁坟 祭奠仪式 。 祭奠 过程 中 ， 尚爱云 多次 因 过度 伤心 抱 着 呼格 吉勒 图 的 新 墓碑 哭 倒 在 地 ， 李 三仁 则 在 儿子 墓碑 前 久久 低头不语 ， 一次次 抹 去 眼角 的 泪水 。 法制晚报
0,幸福 就是 重复 。 每天 跟 自己 喜欢 的 人 一起 ， 通电话 ， 旅行 ， 重复 一个 承诺 和 梦想 ， 听 他 第二十八 次 提起 童年 往事 ， 每年 的 同一天 和 他 庆祝 生日 ， 每年 的 情人节 、 圣诞节 、 除夕 ， 也 和 他 共度 。 甚至 连 吵架 也 是 重复 的 ， 为了 一些 琐事 吵架 ， 然后 冷战 ， 疯狂 思念 对方 ， 最后 和 好 。 @ 几米 漫画 集 （ 转 ）
0,【 牛 ！ 我国 成功 研制 电动车 “ 超强 电池 ”   充电 7 秒 续航 35 公里 [ 给力 ] 】 中科院 上海 硅酸盐 所 研制 出 一种 高性能 超级 电容器 电极 材料 — — 氮 掺杂 有序 介孔 石墨 烯 。 该 材料 具有 极佳 的 电化学 储能 特性 ， 可 用作 电动车 “ 超强 电池 ” ： 充电 7 秒 续航 35 公里 。 该 新型 石墨 烯 超级 电容器 体积 轻巧 ， 可 实现 规模 生产 。
1,@ 無名 ： 神九 燃料 2 万美元 一 千克 ， 共需 450 吨 ， 神九 油钱 就 630 亿 。 然而 ， 中国 免费 教育 需要 600 亿 。 可怜 哪些 贫家 子弟 呀
0,# 中南海 # 【 习近平 就 3 名 中国 公民 在 马里 遇害 作 批示 】 对 这 一 残暴 行径 予以 强烈 谴责 ， 向 遇难者 家属 表示 深切 慰问 ， 要求 有关 部门 加大 投入 和 保障 ， 加强 境外 安全 保护 工作 ， 确保 我国 公民 和 机构 安全 。 中国 将 加强 同 国际 社会 的 合作 ， 坚决 打击 残害 无辜 生命 的 暴力 恐怖活动 ， 维护 世界 和平 与 安宁 。 http : / / t . cn / RUuoppH
1,【 尴尬 】 当年 小平 访英 ， 看到 涡轮 发动机 ， 英国人 很 爽快 答应 引入 中国 生产 ， 小平 向 英科学家 致敬 ， 但 英国人 站 起 反而 向 邓 致敬 。 原来 中国 科学家 吴仲华 50 年代 研究 出 涡轮 发动机 原理 ， 并 写出 涡轮 机械 三元 流动 方程式 发表 了 论文 ， 英国 据此 制造 出 涡轮 发动机 。 当时 吴在 湖北 五七干校 养猪 。 转   http : / / t . cn / zWkuoyI
0,【 欧盟 禁止 割 鲨鱼 鳍 】 法新社 报道 ， 欧洲议会 22 日 决定 ， 彻底 禁止 割 鲨鱼 鳍 的 行为 。 长期以来 ， 渔民 在 海上 割掉 鲨鱼 鳍 ， 把 鲨鱼 再 扔进 海里 。 欧盟 2003 年 已 禁止 割鳍弃 鲨 ， 但 同时 又 特许 一些 渔民 在 海上 割 鲨鱼 鳍 ， 把 鲨鱼 其余部分 带 回来 。 报道 称 ， 亚洲 人 对 鱼翅 的 喜爱 是 鲨鱼 的 最大 威胁 ， 每年 有 7300 万条 鲨鱼 因此 被 杀 。
